CARRIER,DEST,ORIGIN,DAY_WEEK,FLIGHT_STATUS,UPDATED_CRS_DEP_TIME,UPDATED_DEP_TIME,DELAY_IN_MINS
RU,EWR,IAD,3,ontime,7:00,6:59,-1
RU,EWR,DCA,3,ontime,13:59,13:56,-3
RU,EWR,IAD,3,ontime,17:00,16:54,-6
RU,EWR,IAD,3,ontime,13:00,12:51,-9
RU,EWR,DCA,3,ontime,9:00,8:58,-2
OH,JFK,BWI,4,delayed,14:55,15:40,45
DH,JFK,DCA,4,ontime,16:40,16:41,1
DH,LGA,IAD,4,delayed,12:45,13:24,39
DH,LGA,IAD,4,delayed,14:55,15:40,45
DH,LGA,IAD,4,ontime,17:15,17:15,0
DH,LGA,IAD,4,ontime,21:20,21:14,-6
DH,LGA,IAD,4,ontime,6:40,6:42,2
DH,LGA,IAD,4,ontime,10:40,10:34,-6
DH,JFK,IAD,4,ontime,8:40,8:30,-10
DH,JFK,IAD,4,ontime,12:40,12:37,-3
DH,JFK,IAD,4,ontime,14:55,14:55,0
DH,JFK,IAD,4,ontime,16:45,16:42,-3
DH,JFK,IAD,4,ontime,17:15,17:07,-8
DH,JFK,IAD,4,ontime,21:20,21:16,-4
DH,JFK,IAD,4,ontime,16:10,16:07,-3
DL,JFK,DCA,4,ontime,14:55,14:58,3
DL,LGA,DCA,4,ontime,6:30,6:29,-1
DL,LGA,DCA,4,ontime,7:30,7:29,-1
DL,LGA,DCA,4,ontime,8:30,8:31,1
DL,LGA,DCA,4,ontime,9:30,9:28,-2
DL,LGA,DCA,4,ontime,10:30,10:30,0
DL,LGA,DCA,4,ontime,11:30,11:29,-1
DL,LGA,DCA,4,ontime,12:30,12:31,1
DL,LGA,DCA,4,ontime,13:30,13:31,1
DL,LGA,DCA,4,delayed,14:30,14:29,-1
DL,LGA,DCA,4,ontime,15:30,15:30,0
DL,LGA,DCA,4,delayed,16:30,16:33,3
DL,LGA,DCA,4,delayed,17:30,17:31,1
DL,LGA,DCA,4,ontime,18:30,18:31,1
DL,LGA,DCA,4,ontime,19:30,19:28,-2
DL,LGA,DCA,4,ontime,20:30,20:33,3
MQ,JFK,DCA,4,ontime,15:30,15:17,-13
MQ,JFK,DCA,4,ontime,6:00,5:53,-7
MQ,JFK,DCA,4,ontime,18:30,18:23,-7
MQ,LGA,DCA,4,ontime,7:00,7:30,30
MQ,LGA,DCA,4,ontime,8:00,7:58,-2
MQ,LGA,DCA,4,ontime,9:00,8:52,-8
MQ,LGA,DCA,4,ontime,11:00,10:56,-4
MQ,LGA,DCA,4,ontime,13:00,12:55,-5
MQ,LGA,DCA,4,ontime,14:00,13:59,-1
MQ,LGA,DCA,4,ontime,15:00,14:59,-1
MQ,LGA,DCA,4,ontime,16:00,15:59,-1
MQ,LGA,DCA,4,ontime,17:00,16:52,-8
MQ,LGA,DCA,4,ontime,19:00,18:54,-6
UA,LGA,IAD,4,ontime,8:50,8:47,-3
US,LGA,DCA,4,ontime,6:30,6:25,-5
US,LGA,DCA,4,ontime,7:00,6:54,-6
US,LGA,DCA,4,ontime,8:00,7:54,-6
US,LGA,DCA,4,ontime,9:00,8:57,-3
US,LGA,DCA,4,ontime,10:00,9:55,-5
US,LGA,DCA,4,ontime,11:00,10:55,-5
US,LGA,DCA,4,ontime,12:00,11:53,-7
US,LGA,DCA,4,ontime,13:00,12:55,-5
US,LGA,DCA,4,ontime,14:00,13:55,-5
US,LGA,DCA,4,ontime,15:00,14:56,-4
US,LGA,DCA,4,ontime,16:00,15:59,-1
US,LGA,DCA,4,ontime,17:00,16:58,-2
US,LGA,DCA,4,ontime,18:00,17:59,-1
US,LGA,DCA,4,ontime,19:00,19:00,0
US,LGA,DCA,4,ontime,20:00,20:11,11
US,LGA,DCA,4,delayed,21:00,21:39,39
RU,EWR,BWI,4,ontime,7:00,6:58,-2
RU,EWR,BWI,4,ontime,10:30,10:30,0
RU,EWR,BWI,4,ontime,14:55,14:50,-5
RU,EWR,BWI,4,delayed,17:20,18:03,43
CO,EWR,DCA,4,ontime,13:00,12:58,-2
CO,EWR,DCA,4,ontime,7:35,7:29,-6
CO,EWR,DCA,4,ontime,19:00,18:55,-5
CO,EWR,DCA,4,delayed,17:30,17:21,-9
DH,EWR,IAD,4,ontime,8:40,8:31,-9
DH,EWR,IAD,4,ontime,17:10,17:06,-4
DH,EWR,IAD,4,ontime,12:45,12:49,4
DH,EWR,IAD,4,ontime,21:20,21:16,-4
DH,EWR,IAD,4,ontime,6:30,6:24,-6
DH,EWR,IAD,4,ontime,14:30,14:25,-5
RU,EWR,DCA,4,ontime,13:59,13:56,-3
RU,EWR,DCA,4,ontime,15:25,15:22,-3
RU,EWR,DCA,4,ontime,16:30,16:27,-3
RU,EWR,IAD,4,ontime,13:00,13:07,7
RU,EWR,DCA,4,ontime,6:45,6:41,-4
RU,EWR,IAD,4,ontime,15:00,14:51,-9
RU,EWR,IAD,4,ontime,17:00,16:56,-4
RU,EWR,IAD,4,ontime,7:00,6:55,-5
RU,EWR,IAD,4,ontime,19:00,18:50,-10
RU,EWR,DCA,4,ontime,21:00,20:52,-8
RU,EWR,DCA,4,ontime,9:00,8:54,-6
OH,JFK,BWI,5,delayed,14:55,16:22,87
DH,JFK,DCA,5,ontime,16:40,16:40,0
DH,LGA,IAD,5,delayed,12:45,12:39,-6
DH,LGA,IAD,5,ontime,17:15,17:15,0
DH,LGA,IAD,5,ontime,6:40,6:34,-6
DH,LGA,IAD,5,ontime,10:40,10:48,8
DH,JFK,IAD,5,ontime,8:40,8:32,-8
DH,JFK,IAD,5,ontime,12:40,12:36,-4
DH,JFK,IAD,5,ontime,14:55,14:58,3
DH,JFK,IAD,5,ontime,16:45,16:42,-3
DH,JFK,IAD,5,ontime,17:15,17:06,-9
DH,JFK,IAD,5,ontime,21:20,21:20,0
DH,JFK,IAD,5,ontime,16:10,16:09,-1
DL,JFK,DCA,5,ontime,14:55,14:56,1
DL,LGA,DCA,5,ontime,6:30,6:27,-3
DL,LGA,DCA,5,ontime,7:30,7:26,-4
DL,LGA,DCA,5,ontime,8:30,8:28,-2
DL,LGA,DCA,5,ontime,9:30,9:28,-2
DL,LGA,DCA,5,ontime,10:30,10:29,-1
DL,LGA,DCA,5,ontime,11:30,11:28,-2
DL,LGA,DCA,5,ontime,12:30,12:29,-1
DL,LGA,DCA,5,ontime,14:30,14:28,-2
DL,LGA,DCA,5,ontime,15:30,15:29,-1
DL,LGA,DCA,5,ontime,16:30,16:31,1
DL,LGA,DCA,5,ontime,17:30,17:32,2
DL,LGA,DCA,5,ontime,18:30,18:29,-1
DL,LGA,DCA,5,ontime,19:30,19:29,-1
DL,LGA,DCA,5,ontime,20:30,20:28,-2
MQ,JFK,DCA,5,delayed,15:30,15:30,0
MQ,JFK,DCA,5,ontime,6:00,5:53,-7
MQ,JFK,DCA,5,ontime,18:30,18:27,-3
MQ,LGA,DCA,5,ontime,7:00,6:55,-5
MQ,LGA,DCA,5,ontime,8:00,7:55,-5
MQ,LGA,DCA,5,ontime,9:00,8:50,-10
MQ,LGA,DCA,5,ontime,11:00,10:47,-13
MQ,LGA,DCA,5,delayed,13:00,12:53,-7
MQ,LGA,DCA,5,ontime,14:00,13:58,-2
MQ,LGA,DCA,5,ontime,17:00,16:55,-5
MQ,LGA,DCA,5,ontime,19:00,18:58,-2
UA,LGA,IAD,5,ontime,8:50,8:53,3
US,LGA,DCA,5,ontime,6:30,6:26,-4
US,LGA,DCA,5,ontime,7:00,6:56,-4
US,LGA,DCA,5,ontime,8:00,7:57,-3
US,LGA,DCA,5,ontime,9:00,8:55,-5
US,LGA,DCA,5,ontime,10:00,9:56,-4
US,LGA,DCA,5,ontime,11:00,10:57,-3
US,LGA,DCA,5,ontime,12:00,11:57,-3
US,LGA,DCA,5,delayed,13:00,12:59,-1
US,LGA,DCA,5,ontime,14:00,13:55,-5
US,LGA,DCA,5,ontime,15:00,15:02,2
US,LGA,DCA,5,ontime,17:00,16:59,-1
US,LGA,DCA,5,ontime,18:00,17:59,-1
US,LGA,DCA,5,ontime,19:00,18:59,-1
US,LGA,DCA,5,ontime,20:00,19:58,-2
US,LGA,DCA,5,ontime,21:00,20:55,-5
RU,EWR,BWI,5,delayed,14:55,14:49,-6
RU,EWR,BWI,5,ontime,10:30,10:32,2
RU,EWR,BWI,5,ontime,17:20,17:26,6
RU,EWR,BWI,5,ontime,7:00,6:54,-6
CO,EWR,DCA,5,ontime,17:30,17:31,1
CO,EWR,DCA,5,ontime,13:00,12:54,-6
CO,EWR,DCA,5,ontime,7:35,7:28,-7
CO,EWR,DCA,5,delayed,19:00,18:49,-11
DH,EWR,IAD,5,ontime,8:40,8:33,-7
DH,EWR,IAD,5,delayed,17:10,18:20,70
DH,EWR,IAD,5,ontime,12:45,12:35,-10
DH,EWR,IAD,5,delayed,21:20,22:39,79
DH,EWR,IAD,5,ontime,6:30,6:26,-4
DH,EWR,IAD,5,ontime,14:30,14:27,-3
RU,EWR,DCA,5,ontime,21:00,20:54,-6
RU,EWR,DCA,5,ontime,16:30,16:29,-1
RU,EWR,IAD,5,ontime,7:00,7:00,0
RU,EWR,DCA,5,ontime,6:45,6:41,-4
RU,EWR,IAD,5,ontime,15:00,14:51,-9
RU,EWR,IAD,5,ontime,19:00,18:51,-9
RU,EWR,IAD,5,ontime,13:00,12:52,-8
RU,EWR,DCA,5,delayed,15:25,15:28,3
RU,EWR,IAD,5,ontime,17:00,16:57,-3
RU,EWR,DCA,5,ontime,9:00,9:01,1
RU,EWR,DCA,5,ontime,13:59,13:56,-3
OH,JFK,BWI,6,ontime,14:55,14:55,0
DH,JFK,DCA,6,ontime,16:40,16:33,-7
DH,LGA,IAD,6,ontime,12:45,12:40,-5
DH,LGA,IAD,6,ontime,17:15,17:11,-4
DH,LGA,IAD,6,ontime,21:20,21:19,-1
DH,JFK,IAD,6,ontime,8:40,8:32,-8
DH,JFK,IAD,6,ontime,12:40,13:05,25
DH,JFK,IAD,6,ontime,16:45,16:44,-1
DH,JFK,IAD,6,delayed,17:15,17:15,0
DH,JFK,IAD,6,ontime,21:20,21:25,5
DH,JFK,IAD,6,ontime,18:00,17:51,-9
DL,JFK,DCA,6,delayed,14:55,15:11,16
DL,LGA,DCA,6,ontime,7:30,7:30,0
DL,LGA,DCA,6,ontime,8:30,8:29,-1
DL,LGA,DCA,6,ontime,10:30,10:28,-2
DL,LGA,DCA,6,ontime,12:30,12:30,0
DL,LGA,DCA,6,ontime,14:30,14:28,-2
DL,LGA,DCA,6,ontime,16:30,16:30,0
DL,LGA,DCA,6,ontime,18:30,18:29,-1
DL,LGA,DCA,6,ontime,20:30,20:31,1
MQ,JFK,DCA,6,ontime,15:30,15:25,-5
MQ,JFK,DCA,6,ontime,6:00,5:50,-10
MQ,JFK,DCA,6,ontime,18:30,18:12,-18
MQ,LGA,DCA,6,delayed,9:00,9:31,31
MQ,LGA,DCA,6,ontime,13:00,13:19,19
UA,LGA,IAD,6,ontime,8:50,8:49,-1
US,LGA,DCA,6,ontime,7:00,6:57,-3
US,LGA,DCA,6,ontime,9:00,9:19,19
US,LGA,DCA,6,ontime,11:00,10:58,-2
US,LGA,DCA,6,ontime,13:00,12:59,-1
US,LGA,DCA,6,ontime,15:00,14:57,-3
US,LGA,DCA,6,ontime,17:00,16:56,-4
US,LGA,DCA,6,ontime,19:00,18:54,-6
RU,EWR,BWI,6,ontime,14:55,14:53,-2
RU,EWR,BWI,6,ontime,17:20,17:15,-5
RU,EWR,BWI,6,delayed,7:00,6:54,-6
RU,EWR,BWI,6,ontime,10:30,10:29,-1
CO,EWR,DCA,6,ontime,13:00,12:52,-8
DH,EWR,IAD,6,ontime,8:40,8:24,-16
DH,EWR,IAD,6,ontime,17:10,16:58,-12
DH,EWR,IAD,6,ontime,12:45,12:40,-5
DH,EWR,IAD,6,ontime,21:20,21:18,-2
RU,EWR,DCA,6,ontime,9:30,9:29,-1
RU,EWR,IAD,6,ontime,15:00,14:56,-4
RU,EWR,DCA,6,ontime,16:00,15:56,-4
RU,EWR,IAD,6,delayed,7:00,6:59,-1
RU,EWR,DCA,6,ontime,6:45,6:40,-5
RU,EWR,DCA,6,ontime,13:59,13:58,-1
RU,EWR,IAD,6,ontime,17:00,16:58,-2
RU,EWR,DCA,6,ontime,17:30,17:28,-2
OH,JFK,BWI,7,ontime,14:55,14:55,0
DH,JFK,DCA,7,ontime,16:40,16:56,16
DH,LGA,IAD,7,ontime,12:45,12:51,6
DH,LGA,IAD,7,ontime,14:55,14:55,0
DH,LGA,IAD,7,delayed,17:15,19:00,105
DH,LGA,IAD,7,delayed,21:20,22:44,84
DH,JFK,IAD,7,ontime,8:40,9:01,21
DH,JFK,IAD,7,delayed,12:40,13:26,46
DH,JFK,IAD,7,ontime,14:55,14:52,-3
DH,JFK,IAD,7,ontime,16:45,16:41,-4
DH,JFK,IAD,7,delayed,17:15,17:15,0
DH,JFK,IAD,7,delayed,21:20,21:22,2
DH,JFK,IAD,7,ontime,16:10,16:00,-10
DL,JFK,DCA,7,delayed,14:55,15:35,40
DL,LGA,DCA,7,ontime,8:30,8:26,-4
DL,LGA,DCA,7,ontime,10:30,10:26,-4
DL,LGA,DCA,7,ontime,11:30,11:28,-2
DL,LGA,DCA,7,ontime,12:30,12:29,-1
DL,LGA,DCA,7,ontime,13:30,13:30,0
DL,LGA,DCA,7,ontime,14:30,14:29,-1
DL,LGA,DCA,7,ontime,15:30,15:30,0
DL,LGA,DCA,7,ontime,16:30,16:33,3
DL,LGA,DCA,7,ontime,17:30,17:29,-1
DL,LGA,DCA,7,ontime,18:30,18:29,-1
DL,LGA,DCA,7,ontime,19:30,19:30,0
DL,LGA,DCA,7,ontime,20:30,20:31,1
MQ,JFK,DCA,7,delayed,15:30,16:04,34
MQ,JFK,DCA,7,ontime,9:25,9:17,-8
MQ,JFK,DCA,7,ontime,18:30,18:52,22
MQ,LGA,DCA,7,ontime,13:00,12:55,-5
MQ,LGA,DCA,7,delayed,15:00,15:28,28
MQ,LGA,DCA,7,ontime,17:00,16:59,-1
MQ,LGA,DCA,7,ontime,19:00,18:59,-1
UA,LGA,IAD,7,ontime,8:50,8:45,-5
US,LGA,DCA,7,ontime,9:00,8:59,-1
US,LGA,DCA,7,ontime,10:00,9:54,-6
US,LGA,DCA,7,ontime,11:00,10:53,-7
US,LGA,DCA,7,ontime,12:00,11:56,-4
US,LGA,DCA,7,ontime,13:00,12:54,-6
US,LGA,DCA,7,ontime,14:00,13:56,-4
US,LGA,DCA,7,ontime,15:00,14:55,-5
US,LGA,DCA,7,ontime,16:00,16:00,0
US,LGA,DCA,7,ontime,17:00,16:55,-5
US,LGA,DCA,7,ontime,18:00,17:54,-6
US,LGA,DCA,7,ontime,19:00,18:55,-5
US,LGA,DCA,7,ontime,20:00,19:53,-7
US,LGA,DCA,7,delayed,21:00,20:57,-3
RU,EWR,BWI,7,ontime,14:55,14:56,1
RU,EWR,BWI,7,delayed,10:30,11:37,67
RU,EWR,BWI,7,ontime,17:20,17:29,9
RU,EWR,BWI,7,ontime,13:15,13:13,-2
CO,EWR,DCA,7,ontime,16:30,16:20,-10
CO,EWR,DCA,7,ontime,13:00,12:51,-9
CO,EWR,DCA,7,ontime,19:00,18:56,-4
DH,EWR,IAD,7,ontime,8:40,8:30,-10
DH,EWR,IAD,7,ontime,17:10,17:20,10
DH,EWR,IAD,7,ontime,12:45,12:38,-7
DH,EWR,IAD,7,delayed,21:20,21:20,0
DH,EWR,IAD,7,delayed,14:30,15:21,51
RU,EWR,DCA,7,delayed,21:30,22:44,74
RU,EWR,DCA,7,ontime,9:30,9:26,-4
RU,EWR,IAD,7,ontime,8:45,8:40,-5
RU,EWR,IAD,7,delayed,19:00,18:59,-1
RU,EWR,IAD,7,ontime,15:00,14:56,-4
RU,EWR,IAD,7,ontime,17:00,16:55,-5
RU,EWR,DCA,7,ontime,13:59,13:56,-3
RU,EWR,DCA,7,ontime,17:30,17:36,6
OH,JFK,BWI,1,ontime,14:55,15:00,5
DH,LGA,IAD,1,ontime,12:45,12:43,-2
DH,LGA,IAD,1,delayed,14:55,16:12,77
DH,LGA,IAD,1,delayed,17:15,19:47,152
DH,LGA,IAD,1,delayed,21:20,21:50,30
DH,LGA,IAD,1,delayed,6:40,10:01,201
DH,LGA,IAD,1,delayed,10:40,10:35,-5
DH,JFK,IAD,1,ontime,8:40,8:39,-1
DH,JFK,IAD,1,ontime,12:40,12:35,-5
DH,JFK,IAD,1,delayed,14:55,14:59,4
DH,JFK,IAD,1,delayed,16:45,17:59,74
DH,JFK,IAD,1,delayed,17:15,18:29,74
DH,JFK,IAD,1,ontime,21:20,21:20,0
DH,JFK,IAD,1,ontime,16:10,16:35,25
DL,JFK,DCA,1,delayed,14:55,15:09,14
DL,LGA,DCA,1,delayed,7:30,7:41,11
DL,LGA,DCA,1,ontime,9:30,9:29,-1
DL,LGA,DCA,1,ontime,10:30,10:33,3
DL,LGA,DCA,1,ontime,11:30,11:29,-1
DL,LGA,DCA,1,ontime,12:30,12:29,-1
DL,LGA,DCA,1,ontime,13:30,13:28,-2
DL,LGA,DCA,1,delayed,14:30,14:33,3
DL,LGA,DCA,1,delayed,15:30,15:40,10
DL,LGA,DCA,1,ontime,16:30,16:34,4
DL,LGA,DCA,1,ontime,17:30,17:30,0
DL,LGA,DCA,1,ontime,19:30,19:31,1
DL,LGA,DCA,1,ontime,20:30,20:31,1
MQ,JFK,DCA,1,delayed,15:30,16:19,49
MQ,JFK,DCA,1,delayed,18:30,19:56,86
MQ,LGA,DCA,1,delayed,8:00,10:17,137
MQ,LGA,DCA,1,delayed,9:00,9:20,20
MQ,LGA,DCA,1,delayed,13:00,16:07,187
MQ,LGA,DCA,1,delayed,19:00,20:10,70
UA,LGA,IAD,1,delayed,8:50,9:29,39
US,LGA,DCA,1,delayed,6:30,6:46,16
US,LGA,DCA,1,delayed,7:00,7:29,29
US,LGA,DCA,1,ontime,8:00,8:01,1
US,LGA,DCA,1,delayed,9:00,9:25,25
US,LGA,DCA,1,ontime,10:00,9:56,-4
US,LGA,DCA,1,delayed,11:00,11:00,0
US,LGA,DCA,1,ontime,14:00,13:58,-2
US,LGA,DCA,1,ontime,16:00,15:59,-1
US,LGA,DCA,1,ontime,17:00,17:03,3
US,LGA,DCA,1,ontime,18:00,17:56,-4
US,LGA,DCA,1,ontime,19:00,19:00,0
US,LGA,DCA,1,ontime,20:00,19:55,-5
US,LGA,DCA,1,delayed,21:00,21:18,18
RU,EWR,BWI,1,delayed,17:20,17:37,17
RU,EWR,BWI,1,ontime,14:55,15:04,9
CO,EWR,DCA,1,delayed,7:35,7:50,15
CO,EWR,DCA,1,delayed,19:00,19:22,22
CO,EWR,DCA,1,ontime,13:00,12:54,-6
DH,EWR,IAD,1,ontime,8:40,8:40,0
DH,EWR,IAD,1,delayed,12:45,15:01,136
DH,EWR,IAD,1,delayed,21:20,21:50,30
DH,EWR,IAD,1,ontime,6:30,6:32,2
DH,EWR,IAD,1,delayed,14:30,14:57,27
RU,EWR,IAD,1,delayed,15:00,15:00,0
RU,EWR,DCA,1,ontime,21:00,20:55,-5
RU,EWR,DCA,1,ontime,9:00,8:56,-4
RU,EWR,IAD,1,delayed,19:00,19:39,39
RU,EWR,IAD,1,ontime,13:00,12:58,-2
RU,EWR,IAD,1,delayed,17:00,17:54,54
RU,EWR,DCA,1,ontime,13:59,13:58,-1
RU,EWR,DCA,1,delayed,15:25,17:55,150
OH,JFK,BWI,2,ontime,14:55,15:15,20
DH,JFK,DCA,2,delayed,16:40,19:41,181
DH,LGA,IAD,2,delayed,12:45,14:09,84
DH,LGA,IAD,2,delayed,14:55,15:20,25
DH,LGA,IAD,2,delayed,17:15,17:35,20
DH,LGA,IAD,2,delayed,6:40,8:45,125
DH,LGA,IAD,2,ontime,10:40,10:31,-9
DH,JFK,IAD,2,delayed,8:40,8:37,-3
DH,JFK,IAD,2,delayed,12:40,13:42,62
DH,JFK,IAD,2,delayed,14:55,15:12,17
DH,JFK,IAD,2,delayed,17:15,19:15,120
DH,JFK,IAD,2,delayed,21:20,21:55,35
DL,JFK,DCA,2,delayed,14:55,15:05,10
DL,LGA,DCA,2,ontime,7:30,7:31,1
DL,LGA,DCA,2,delayed,8:30,8:42,12
DL,LGA,DCA,2,ontime,10:30,10:32,2
DL,LGA,DCA,2,ontime,12:30,12:31,1
DL,LGA,DCA,2,ontime,14:30,14:30,0
DL,LGA,DCA,2,delayed,16:30,17:50,80
DL,LGA,DCA,2,delayed,18:30,19:27,57
DL,LGA,DCA,2,delayed,20:30,20:30,0
MQ,JFK,DCA,2,delayed,15:30,15:51,21
MQ,JFK,DCA,2,delayed,18:30,19:15,45
MQ,LGA,DCA,2,delayed,7:00,7:00,0
MQ,LGA,DCA,2,ontime,8:00,8:10,10
MQ,LGA,DCA,2,delayed,14:00,16:12,132
MQ,LGA,DCA,2,ontime,15:00,14:59,-1
MQ,LGA,DCA,2,delayed,16:00,18:55,175
UA,LGA,IAD,2,delayed,8:50,10:26,96
US,LGA,DCA,2,ontime,6:30,6:25,-5
US,LGA,DCA,2,ontime,7:00,6:57,-3
US,LGA,DCA,2,ontime,8:00,7:57,-3
US,LGA,DCA,2,ontime,9:00,8:58,-2
US,LGA,DCA,2,ontime,10:00,9:56,-4
US,LGA,DCA,2,ontime,11:00,10:57,-3
US,LGA,DCA,2,ontime,12:00,11:56,-4
US,LGA,DCA,2,ontime,13:00,13:00,0
US,LGA,DCA,2,ontime,14:00,13:57,-3
US,LGA,DCA,2,ontime,15:00,14:57,-3
US,LGA,DCA,2,ontime,16:00,15:59,-1
US,LGA,DCA,2,ontime,17:00,16:57,-3
RU,EWR,BWI,2,delayed,7:00,6:57,-3
CO,EWR,DCA,2,delayed,17:30,18:13,43
CO,EWR,DCA,2,delayed,13:00,12:57,-3
DH,EWR,IAD,2,delayed,8:40,8:40,0
DH,EWR,IAD,2,delayed,17:10,18:24,74
DH,EWR,IAD,2,delayed,12:45,13:48,63
DH,EWR,IAD,2,delayed,21:20,21:50,30
DH,EWR,IAD,2,delayed,14:30,14:44,14
RU,EWR,IAD,2,delayed,15:00,14:56,-4
RU,EWR,IAD,2,delayed,7:00,7:11,11
RU,EWR,DCA,2,ontime,6:45,6:41,-4
OH,JFK,BWI,3,ontime,14:55,15:00,5
DH,JFK,DCA,3,ontime,16:40,16:31,-9
DH,LGA,IAD,3,ontime,12:45,12:38,-7
DH,LGA,IAD,3,delayed,14:55,15:52,57
DH,LGA,IAD,3,ontime,17:15,17:44,29
DH,LGA,IAD,3,delayed,21:20,21:51,31
DH,LGA,IAD,3,ontime,6:40,6:40,0
DH,LGA,IAD,3,ontime,10:40,10:38,-2
DH,JFK,IAD,3,delayed,8:40,9:12,32
DH,JFK,IAD,3,delayed,12:40,13:31,51
DH,JFK,IAD,3,ontime,14:55,14:51,-4
DH,JFK,IAD,3,ontime,16:45,16:42,-3
DH,JFK,IAD,3,delayed,17:15,18:32,77
DH,JFK,IAD,3,ontime,21:20,21:18,-2
DH,JFK,IAD,3,ontime,16:10,16:10,0
DL,JFK,DCA,3,ontime,14:55,14:51,-4
DL,LGA,DCA,3,ontime,7:30,7:29,-1
DL,LGA,DCA,3,ontime,9:30,9:31,1
DL,LGA,DCA,3,ontime,11:30,11:30,0
DL,LGA,DCA,3,ontime,13:30,13:29,-1
DL,LGA,DCA,3,ontime,15:30,15:29,-1
DL,LGA,DCA,3,ontime,17:30,17:29,-1
DL,LGA,DCA,3,ontime,18:30,18:30,0
DL,LGA,DCA,3,delayed,20:30,20:30,0
MQ,JFK,DCA,3,ontime,15:30,15:29,-1
MQ,JFK,DCA,3,ontime,18:30,18:33,3
MQ,LGA,DCA,3,delayed,8:00,7:56,-4
MQ,LGA,DCA,3,delayed,14:00,14:24,24
MQ,LGA,DCA,3,ontime,15:00,15:13,13
MQ,LGA,DCA,3,ontime,16:00,15:51,-9
MQ,LGA,DCA,3,delayed,17:00,17:19,19
MQ,LGA,DCA,3,delayed,19:00,19:41,41
UA,LGA,IAD,3,ontime,8:50,8:49,-1
US,LGA,DCA,3,ontime,6:30,6:28,-2
US,LGA,DCA,3,ontime,7:00,6:57,-3
US,LGA,DCA,3,delayed,8:00,8:30,30
US,LGA,DCA,3,delayed,9:00,9:21,21
US,LGA,DCA,3,ontime,10:00,10:05,5
US,LGA,DCA,3,ontime,11:00,10:56,-4
US,LGA,DCA,3,ontime,13:00,12:57,-3
US,LGA,DCA,3,delayed,15:00,14:58,-2
US,LGA,DCA,3,delayed,16:00,15:55,-5
US,LGA,DCA,3,ontime,17:00,16:56,-4
US,LGA,DCA,3,ontime,18:00,17:58,-2
US,LGA,DCA,3,ontime,19:00,18:55,-5
US,LGA,DCA,3,delayed,20:00,19:56,-4
US,LGA,DCA,3,ontime,21:00,20:54,-6
RU,EWR,BWI,3,ontime,14:55,14:54,-1
RU,EWR,BWI,3,ontime,10:30,10:22,-8
RU,EWR,BWI,3,delayed,17:20,18:48,88
CO,EWR,DCA,3,ontime,17:30,17:23,-7
CO,EWR,DCA,3,delayed,19:00,19:37,37
CO,EWR,DCA,3,ontime,13:00,12:56,-4
DH,EWR,IAD,3,ontime,8:40,8:36,-4
DH,EWR,IAD,3,delayed,17:10,17:15,5
DH,EWR,IAD,3,delayed,12:45,13:54,69
DH,EWR,IAD,3,ontime,21:20,21:16,-4
DH,EWR,IAD,3,ontime,6:30,6:27,-3
DH,EWR,IAD,3,ontime,14:30,14:25,-5
RU,EWR,DCA,3,ontime,13:59,13:55,-4
RU,EWR,IAD,3,ontime,17:00,16:50,-10
RU,EWR,DCA,3,delayed,21:00,21:20,20
RU,EWR,IAD,3,ontime,19:00,18:55,-5
RU,EWR,DCA,3,ontime,16:30,16:28,-2
RU,EWR,DCA,3,delayed,9:00,9:11,11
RU,EWR,IAD,3,ontime,7:00,7:00,0
RU,EWR,DCA,3,ontime,15:25,15:23,-2
RU,EWR,IAD,3,ontime,15:00,14:53,-7
OH,JFK,BWI,4,ontime,14:55,14:55,0
DH,JFK,DCA,4,ontime,16:40,16:36,-4
DH,LGA,IAD,4,delayed,12:45,13:21,36
DH,LGA,IAD,4,delayed,14:55,16:09,74
DH,LGA,IAD,4,delayed,17:15,19:39,144
DH,LGA,IAD,4,ontime,21:20,21:20,0
DH,LGA,IAD,4,delayed,6:40,7:21,41
DH,JFK,IAD,4,ontime,8:40,8:37,-3
DH,JFK,IAD,4,ontime,12:40,12:32,-8
DH,JFK,IAD,4,ontime,14:55,14:50,-5
DH,JFK,IAD,4,ontime,16:45,16:44,-1
DH,JFK,IAD,4,ontime,17:15,17:37,22
DH,JFK,IAD,4,ontime,21:20,21:15,-5
DH,JFK,IAD,4,ontime,16:10,16:13,3
DL,JFK,DCA,4,delayed,14:55,15:00,5
DL,LGA,DCA,4,ontime,6:30,6:30,0
DL,LGA,DCA,4,ontime,7:30,7:28,-2
DL,LGA,DCA,4,delayed,8:30,8:34,4
DL,LGA,DCA,4,ontime,10:30,10:32,2
DL,LGA,DCA,4,ontime,11:30,11:28,-2
DL,LGA,DCA,4,ontime,12:30,12:30,0
DL,LGA,DCA,4,ontime,13:30,13:29,-1
DL,LGA,DCA,4,ontime,14:30,14:30,0
DL,LGA,DCA,4,ontime,15:30,15:31,1
DL,LGA,DCA,4,ontime,16:30,16:29,-1
DL,LGA,DCA,4,ontime,17:30,17:30,0
DL,LGA,DCA,4,ontime,18:30,18:29,-1
DL,LGA,DCA,4,ontime,19:30,19:28,-2
DL,LGA,DCA,4,ontime,20:30,20:31,1
MQ,JFK,DCA,4,delayed,15:30,16:33,63
MQ,JFK,DCA,4,ontime,6:00,5:59,-1
MQ,JFK,DCA,4,ontime,18:30,18:29,-1
